0	0	2	3	4	5	5	2	-2	-4	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	4	4	6	6	5	2	-2	-5	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	3	3	6	6	7	8	8	3	-2	-4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	2	3	2	5	5	7	8	9	3	-3	-2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	2	2	2	1	3	4	8	9	10	3	-3	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	1	0	-1	-2	0	3	9	10	11	3	-5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	-1	-2	-4	-6	-5	-2	1	9	12	11	1	-5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	-2	-5	-7	-10	-11	-10	-6	-1	8	12	9	-1	-5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-3	-6	-10	-12	-15	-16	-15	-10	-3	6	12	9	-4	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-2	-4	-7	-11	-14	-15	-19	-20	-20	-14	-5	7	12	7	-5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	-2	-5	-7	-10	-14	-16	-18	-24	-25	-25	-19	-6	9	14	6	-5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-2	-5	-7	-9	-9	-13	-15	-19	-26	-29	-30	-21	-8	11	13	3	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-2	-5	-7	-7	-7	-6	-10	-13	-19	-28	-34	-33	-22	-7	13	14	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-3	-4	-4	-4	-1	1	2	-3	-6	-16	-26	-34	-36	-22	-5	15	12	-3	1	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-3	-3	-2	0	4	9	11	12	6	1	-12	-24	-36	-38	-23	-2	16	10	-5	1	0	0	0	0	0	0	0	0	0	0	0
0	-1	-2	-3	1	5	11	17	23	26	27	20	12	-4	-21	-37	-41	-25	0	17	4	-5	0	0	0	0	0	0	0	0	0	0	0
0	-1	-2	-1	1	9	16	23	30	37	41	42	36	25	4	-20	-40	-42	-24	3	17	1	-2	0	0	0	0	0	0	0	0	0	0
0	-1	-1	1	6	11	23	30	38	46	55	58	62	54	37	12	-18	-43	-44	-21	7	16	-2	1	0	0	0	0	0	0	0	0	0
0	-1	-1	2	7	15	22	34	40	49	58	70	74	78	69	47	17	-19	-47	-47	-17	11	13	-5	-1	0	0	0	0	0	0	0	0
-1	-1	0	3	10	17	25	31	42	47	58	68	84	89	95	83	59	22	-19	-48	-48	-12	14	7	-2	0	0	0	0	0	0	0	0
0	-1	0	5	10	18	24	28	32	42	46	58	72	90	98	108	96	69	26	-22	-50	-45	-6	16	3	1	0	0	0	0	0	0	0
0	0	1	5	12	17	23	24	24	25	33	37	52	68	91	104	121	108	81	30	-23	-52	-42	0	16	-3	2	0	0	0	0	0	0
0	0	2	6	10	16	16	16	10	7	5	11	17	33	56	84	107	130	119	90	32	-28	-57	-36	8	11	-5	0	0	0	0	0	0
0	0	3	7	11	12	12	4	-3	-15	-23	-27	-23	-17	4	36	76	110	142	133	99	32	-31	-58	-31	12	5	-3	0	0	0	0	0
-1	0	2	7	9	9	2	-7	-22	-35	-54	-64	-71	-70	-60	-32	10	63	112	149	144	103	27	-36	-57	-22	17	1	1	0	0	0	0
0	0	3	6	9	5	-5	-21	-38	-59	-78	-102	-116	-127	-125	-111	-71	-19	50	113	158	154	108	23	-45	-53	-13	17	-5	0	0	0	0
0	1	2	6	4	0	-13	-33	-56	-78	-104	-129	-157	-175	-189	-184	-165	-115	-51	33	111	164	162	108	16	-52	-47	0	14	-4	0	0	0
0	1	4	4	3	-6	-21	-42	-68	-95	-122	-150	-182	-214	-233	-249	-244	-221	-161	-86	18	109	174	170	105	9	-56	-38	7	7	0	0	0
0	1	3	4	-2	-11	-29	-51	-75	-103	-131	-158	-188	-225	-259	-282	-303	-301	-277	-211	-123	0	107	181	173	99	-2	-59	-29	15	0	1	0
0	1	3	3	-3	-17	-35	-57	-81	-104	-130	-155	-182	-213	-253	-290	-322	-351	-357	-332	-263	-160	-15	106	191	178	91	-17	-58	-15	13	-5	0
0	1	2	1	-6	-20	-41	-61	-80	-97	-114	-133	-154	-178	-210	-254	-300	-347	-390	-410	-388	-315	-195	-30	109	199	176	78	-32	-55	-2	11	-3
0	1	2	-1	-9	-23	-43	-62	-75	-84	-91	-96	-108	-120	-140	-175	-229	-288	-359	-422	-459	-443	-364	-227	-43	115	208	170	64	-43	-48	10	4
0	1	1	-2	-12	-26	-42	-57	-64	-62	-55	-46	-38	-38	-41	-58	-103	-171	-254	-353	-443	-498	-494	-413	-255	-53	121	212	159	40	-53	-37	0
0	1	1	-4	-14	-28	-41	-48	-48	-37	-16	12	36	62	74	80	56	-1	-91	-203	-335	-456	-533	-544	-456	-280	-56	131	219	149	17	0	0
0	1	0	-5	-16	-28	-37	-36	-24	-2	33	76	126	170	213	234	241	208	133	20	-128	-296	-456	-561	-589	-495	-301	-56	144	217	0	0	0
1	1	0	-6	-16	-27	-33	-24	-1	35	81	142	205	280	340	396	422	432	383	292	152	-33	-247	-449	-586	-632	-529	-317	-44	0	0	0	0
0	1	-1	-7	-16	-24	-23	-9	27	75	137	206	291	374	467	541	605	636	645	587	479	311	83	-181	-427	-607	-671	-558	0	0	0	0	0
0	0	-1	-8	-16	-20	-15	9	48	111	182	265	351	455	553	658	739	813	851	865	799	682	479	209	-112	-406	-628	0	0	0	0	0	0
0	0	-3	-8	-15	-16	-2	27	78	140	226	311	406	504	617	722	834	926	1013	1069	1093	1031	903	668	352	-30	0	0	0	0	0	0	0
0	0	-3	-9	-13	-10	7	47	100	171	247	342	429	527	625	737	843	964	1070	1184	1269	1314	1259	1130	863	0	0	0	0	0	0	0	0
0	0	-3	-9	-11	-4	21	63	126	193	271	346	435	511	594	680	785	894	1031	1166	1320	1445	1521	1491	0	0	0	0	0	0	0	0	0
1	0	-3	-8	-10	2	30	79	138	207	271	336	392	458	506	561	628	730	847	1014	1189	1399	1576	0	0	0	0	0	0	0	0	0	0
0	0	-3	-7	-5	8	43	91	152	210	266	302	334	353	375	380	404	452	559	697	905	1139	0	0	0	0	0	0	0	0	0	0	0
0	-1	-3	-6	-2	16	49	101	153	203	235	252	240	219	181	146	104	99	135	255	426	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-4	-5	3	23	60	105	154	183	197	176	132	51	-39	-147	-240	-328	-355	-320	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-4	-4	5	29	65	107	139	155	135	85	-8	-131	-295	-461	-636	-784	-907	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-3	-3	9	33	72	106	126	115	71	-25	-154	-334	-545	-794	-1028	-1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-3	-1	10	37	69	100	102	68	-12	-137	-318	-534	-800	-1095	-1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-2	1	16	39	71	87	78	17	-93	-259	-469	-735	-1032	-1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-2	3	17	42	64	72	39	-38	-179	-374	-619	-905	-1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-1	4	21	42	60	51	3	-103	-260	-482	-746	-1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-1	6	21	42	50	29	-41	-163	-345	-572	-844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	0	7	24	39	43	6	-80	-224	-416	-651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	0	8	22	36	27	-18	-122	-278	-478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	-1	1	9	23	30	16	-46	-158	-324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	1	10	21	24	-2	-71	-195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	10	21	17	-17	-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	11	17	10	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	11	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
