-2	-3	-4	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	-1	-4	-2	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2	-1	-3	-4	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	-3	-3	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	2	-1	-3	-3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	6	6	2	-2	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	8	6	6	0	-1	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	9	9	9	5	-1	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	8	10	8	9	2	-3	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	8	9	9	13	6	1	-4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	6	3	9	9	9	1	-3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3	1	0	6	7	12	6	1	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-10	-9	-4	-5	1	7	10	3	-3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-19	-20	-12	-13	-4	2	13	7	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-29	-27	-23	-20	-14	-4	8	11	5	-4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-40	-34	-35	-26	-25	-10	1	12	7	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-40	-40	-41	-33	-28	-19	-10	7	9	4	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-37	-44	-41	-39	-30	-30	-19	-3	11	7	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-29	-34	-34	-35	-29	-34	-26	-17	5	9	3	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-17	-16	-22	-25	-31	-32	-36	-27	-6	10	9	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	11	2	-4	-20	-25	-38	-33	-20	4	8	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	39	33	15	-6	-18	-33	-37	-33	-7	8	7	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	75	72	45	24	-1	-14	-35	-37	-23	3	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	112	101	79	51	22	4	-23	-37	-37	-8	8	6	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	150	131	116	87	58	29	3	-27	-41	-23	2	10	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	172	150	141	117	94	56	30	-14	-35	-38	-9	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	174	163	157	148	126	94	60	19	-18	-43	-24	0	9	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	152	154	153	163	149	124	87	54	2	-36	-39	-9	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	109	124	132	156	161	149	119	92	36	-11	-45	-22	1	7	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	32	56	93	117	148	154	141	113	76	15	-35	-37	-8	10	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-94	-72	-33	20	57	109	138	156	137	114	53	-3	-42	-20	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-225	-203	-149	-90	-29	34	96	136	143	135	93	33	-33	-34	-8	10	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-355	-346	-285	-219	-143	-70	29	91	134	144	137	72	2	-41	-18	7	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-491	-479	-434	-366	-279	-192	-81	17	96	131	154	112	41	-32	-31	-5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-612	-598	-577	-514	-428	-323	-220	-86	23	103	145	149	87	1	-37	-16	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-682	-681	-682	-639	-570	-464	-359	-217	-80	46	110	158	122	50	-31	-27	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-710	-721	-738	-734	-680	-601	-501	-368	-206	-58	54	135	152	100	1	-36	-15	10	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-650	-679	-711	-753	-735	-698	-616	-511	-343	-187	-33	75	157	134	49	-31	-28	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-525	-554	-609	-680	-731	-742	-696	-631	-499	-331	-155	-8	124	154	104	-1	-34	-11	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-296	-316	-390	-496	-618	-689	-715	-689	-625	-476	-297	-114	39	149	140	43	-32	-27	7	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	15	-75	-207	-393	-541	-652	-692	-706	-608	-447	-243	-71	102	156	104	-5	-32	-5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	444	364	195	-29	-270	-462	-611	-698	-692	-573	-394	-196	1	133	147	37	-30	-25	8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981	951	875	683	436	121	-166	-427	-599	-708	-663	-538	-339	-131	79	157	101	-8	-31	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1563	1526	1448	1266	1008	643	259	-104	-384	-605	-685	-637	-475	-274	-28	128	150	35	-28	-15	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2127	2106	2006	1866	1602	1241	776	338	-64	-382	-625	-678	-599	-416	-178	63	165	94	-7	-29	8	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2663	2645	2562	2448	2226	1887	1402	897	398	-34	-419	-621	-656	-534	-334	-52	128	151	29	-26	-8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3067	3042	2993	2916	2763	2475	2050	1513	958	410	-87	-465	-639	-623	-478	-213	46	170	86	-11	-27	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3293	3261	3267	3228	3184	2983	2675	2170	1604	970	389	-160	-491	-638	-575	-385	-77	131	140	20	-31	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3200	3212	3257	3297	3340	3310	3147	2778	2234	1598	942	286	-239	-549	-627	-532	-243	35	168	72	-13	-16	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2776	2830	2919	3063	3208	3379	3416	3253	2819	2251	1570	856	163	-327	-587	-614	-425	-104	130	125	13	-31	8	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	2030	2175	2423	2712	3088	3363	3464	3251	2821	2201	1487	685	17	-443	-622	-583	-277	28	161	61	-18	-8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
705	779	1012	1344	1821	2372	2941	3325	3453	3235	2783	2123	1321	495	-145	-528	-646	-463	-127	138	112	6	-28	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-990	-919	-612	-173	466	1207	2044	2756	3269	3391	3194	2684	1969	1073	276	-323	-618	-619	-302	35	151	45	-26	2	-3	0	0	0	0	0	0	0	0	0	0	0	0	0
-3100	-3000	-2666	-2110	-1332	-407	648	1721	2642	3198	3345	3112	2566	1729	828	45	-457	-672	-475	-128	138	97	-4	-18	6	0	0	0	0	0	0	0	0	0	0	0	0	0
-5534	-5404	-5064	-4394	-3536	-2457	-1234	166	1475	2534	3114	3269	2997	2354	1436	535	-182	-596	-631	-317	45	134	34	-32	10	-2	0	0	0	0	0	0	0	0	0	0	0	0
-8138	-8005	-7644	-6939	-6033	-4878	-3509	-1886	-204	1336	2446	3073	3194	2873	2083	1142	255	-368	-673	-492	-120	137	79	-13	-9	0	0	0	0	0	0	0	0	0	0	0	0	0
-10716	-10595	-10203	-9574	-8657	-7519	-6084	-4353	-2384	-434	1242	2408	3040	3129	2654	1778	807	-15	-569	-636	-325	64	121	21	-27	11	1	0	0	0	0	0	0	0	0	0	0	0
-13034	-12941	-12580	-12050	-11239	-10201	-8804	-7090	-4978	-2715	-521	1227	2461	3055	3045	2394	1463	473	-284	-671	-498	-97	133	63	-28	3	-4	0	0	0	0	0	0	0	0	0	0	0
-14787	-14705	-14444	-14067	-13493	-12637	-11434	-9860	-7816	-5387	-2819	-498	1348	2558	3109	2873	2104	1072	130	-544	-627	-309	79	106	6	-20	6	0	0	0	0	0	0	0	0	0	0	0
-15722	-15626	-15547	-15388	-15144	-14577	-13745	-12456	-10678	-8301	-5549	-2740	-320	1565	2741	3104	2651	1734	686	-214	-649	-496	-65	126	48	-34	11	-1	0	0	0	0	0	0	0	0	0	0
-15363	-15365	-15488	-15633	-15779	-15681	-15329	-14545	-13230	-11166	-8490	-5421	-2498	26	1870	2944	2987	2353	1309	276	-515	-619	-278	91	91	-11	-9	-1	0	0	0	0	0	0	0	0	0	0
-13546	-13685	-14037	-14555	-15144	-15664	-15930	-15833	-15172	-13718	-11386	-8368	-5104	-2065	468	2248	3017	2817	1977	883	-149	-632	-482	-24	119	34	-31	10	0	0	0	0	0	0	0	0	0	0
-9966	-10234	-10837	-11810	-12888	-14115	-15151	-15914	-16102	-15545	-13881	-11283	-7983	-4605	-1478	979	2576	2996	2552	1527	384	-487	-616	-233	101	74	-30	4	-3	0	0	0	0	0	0	0	0	0
-4574	-4919	-5851	-7196	-8889	-10817	-12765	-14492	-15750	-16261	-15658	-13826	-10896	-7443	-3937	-840	1562	2791	2920	2171	1044	-115	-611	-451	10	112	13	-22	5	0	0	0	0	0	0	0	0	0
2779	2376	1151	-581	-2884	-5541	-8442	-11225	-13696	-15476	-16249	-15565	-13487	-10321	-6752	-3167	-74	2077	2913	2681	1710	462	-463	-605	-178	108	63	-36	12	1	0	0	0	0	0	0	0	0
11868	11433	10004	7888	5041	1697	-2138	-5986	-9747	-12950	-15298	-16145	-15365	-12975	-9677	-5898	-2273	752	2455	2925	2322	1166	-85	-609	-402	41	102	-7	-8	-3	0	0	0	0	0	0	0	0
22573	22042	20571	18104	14856	10858	6297	1333	-3640	-8365	-12385	-15110	-16005	-14975	-12369	-8816	-4894	-1227	1454	2742	2755	1860	501	-448	-587	-116	114	45	-34	9	0	0	0	0	0	0	0	0
34200	33675	32187	29567	26039	21611	16451	10613	4499	-1682	-7415	-12160	-15083	-15899	-14508	-11630	-7787	-3753	-187	2033	2872	2435	1242	-81	-613	-341	68	91	-32	5	-2	0	0	0	0	0	0	0
46196	45752	44327	41762	38172	33574	28064	21655	14610	7157	-189	-6937	-12162	-15170	-15609	-13911	-10657	-6601	-2440	746	2513	2781	1956	508	-453	-550	-65	113	20	-24	2	0	0	0	0	0	0	0
57551	57229	55930	53717	50281	45904	40376	33820	26144	17832	9058	525	-7050	-12482	-15261	-15266	-13186	-9540	-5208	-1163	1566	2765	2520	1264	-82	-622	-271	86	79	-37	13	0	0	0	0	0	0	0
67338	67080	66130	64393	61577	57730	52678	46384	38680	29903	20191	10168	504	-7474	-12909	-15220	-14845	-12206	-8179	-3643	8	2233	2781	2014	489	-482	-504	-19	112	-8	-7	-3	0	0	0	0	0	0
74153	73990	73517	72492	70681	67808	63734	58278	51198	42539	32533	21546	10274	-88	-8280	-13387	-15221	-14234	-11046	-6556	-2150	1075	2636	2569	1245	-121	-625	-200	104	61	-37	9	0	0	0	0	0	0
76757	76717	76856	76792	76339	74906	72426	68376	62668	54911	45389	34159	21987	9679	-1124	-9265	-13820	-15076	-13352	-9563	-4800	-717	1941	2774	2014	444	-531	-436	25	106	-31	7	0	0	0	0	0	0
73640	73907	74679	75858	77011	77593	77152	75287	71638	65757	57546	47108	34832	21426	8380	-2653	-10332	-14292	-14717	-12240	-7774	-3086	599	2497	2588	1182	-173	-605	-134	114	29	-23	0	0	0	0	0	0
63708	64304	65857	68418	71469	74468	76618	77635	76829	73755	67893	59336	48021	34559	20051	6527	-4336	-11389	-14586	-14069	-10683	-5852	-1386	1656	2758	1976	387	-573	-362	58	97	-41	12	0	0	0	0	0
45901	46790	49246	53311	58420	64112	69384	73849	76650	77307	74907	69383	60263	47960	33150	17912	4162	-6163	-12526	-14640	-13080	-8807	-3942	147	2388	2581	1118	-263	-570	-76	119	-5	-6	-2	0	0	0	0
19606	20744	24219	29725	37065	45531	54366	62696	69860	74986	77228	75807	70297	60465	46872	30994	15154	1634	-8064	-13401	-14335	-11527	-6781	-1995	1414	2762	1904	298	-614	-286	86	72	-39	6	0	0	0	0
-15451	-14015	-9608	-2656	6810	18061	30552	43103	55089	65386	73148	77012	76368	70548	59724	44743	27965	11860	-1136	-9982	-14024	-13553	-9662	-4668	-230	2335	2549	1015	-364	-515	-22	121	-31	8	-1	0	0	0
-58766	-57041	-51878	-43559	-32258	-18343	-2375	14531	31520	47502	61378	71549	76977	76662	70277	58031	41801	24246	8360	-3996	-11608	-14185	-12116	-7550	-2486	1236	2757	1806	175	-625	-216	108	35	-23	-1	0	0	0
-109126	-107140	-101460	-92055	-79313	-63123	-44158	-23114	-1282	20556	40799	58028	70434	77061	76681	69163	55315	37919	20019	4551	-6840	-12941	-13682	-10303	-5246	-532	2312	2479	911	-467	-443	25	112	-42	13	0	0	0
-164494	-162429	-156448	-146463	-132737	-115002	-93695	-69241	-42956	-15676	10929	35372	55569	70139	77332	76334	67096	51755	33326	15500	608	-9363	-13635	-12448	-8154	-2903	1137	2755	1701	26	-612	-143	126	-1	-3	1	0	0
-221819	-219874	-213906	-204002	-189932	-171658	-148966	-122299	-92420	-60625	-28226	3113	31381	54476	70460	77655	75210	64128	47186	28212	10559	-3239	-11487	-13491	-10789	-5720	-748	2344	2401	766	-546	-368	68	86	-38	2	0	0
-277504	-275780	-270305	-261139	-247678	-229947	-207267	-179843	-147893	-112945	-75882	-38518	-2572	29175	54696	71394	77764	73292	60219	41905	22675	5542	-6750	-12789	-12603	-8614	-3200	1136	2743	1586	-137	-568	-76	134	-32	7	0	0
-326697	-325319	-320901	-313182	-301532	-285622	-264664	-238281	-206436	-170165	-130346	-88392	-46041	-6036	28967	56052	72720	77248	70455	55247	36031	16667	606	-9767	-13150	-11115	-6063	-850	2405	2307	592	-601	-290	101	37	-20	-2	0
-364283	-363351	-360559	-355086	-346543	-333912	-316632	-293443	-264247	-229097	-188985	-144572	-97742	-50801	-7017	30610	58518	74005	76030	66608	49575	29598	10544	-4011	-11737	-12626	-8922	-3397	1210	2718	1447	-294	-514	-19	125	-45	9	0
-384127	-383908	-383134	-380963	-376683	-369145	-357447	-340069	-316287	-285406	-247894	-204035	-155367	-103792	-52717	-5356	33962	61649	74778	73890	61689	43164	22554	4448	-7919	-12637	-11325	-6301	-831	2481	2217	376	-619	-216	133	1	1	1
-380507	-381185	-382893	-384892	-386158	-385487	-381407	-372547	-357171	-334018	-302489	-262825	-215654	-162639	-106641	-51432	-1340	38826	64856	74980	70635	55956	35917	15378	-1235	-10570	-12548	-9148	-3480	1356	2681	1266	-438	-446	41	94	-37	-1
-347341	-349100	-353641	-360697	-368661	-376535	-382191	-384458	-380568	-368766	-347145	-315739	-274130	-223656	-166255	-105995	-47042	4913	44594	67790	74151	66235	49212	28048	8184	-6000	-12105	-11418	-6448	-703	2554	2095	149	-603	-134	151	-33	9
